objectID,isHighlight,accessionNumber,accessionYear,isPublicDomain,primaryImage,primaryImageSmall,additionalImages,constituents,department,objectName,title,culture,period,dynasty,reign,portfolio,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,artistGender,artistWikidata_URL,artistULAN_URL,objectDate,objectBeginDate,objectEndDate,medium,dimensions,measurements,creditLine,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rightsAndReproduction,linkResource,metadataDate,repository,objectURL,tags,objectWikidata_URL,isTimelineWork,GalleryNumber
429,False,1980.501.1,1980,True,https://images.metmuseum.org/CRDImages/ad/original/DP106858.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP106858.jpg,"['https://images.metmuseum.org/CRDImages/ad/original/DP106859.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/DP106857.jpg']","[{'constituentID': 1157, 'role': 'Maker', 'name': 'Myer Myers', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500092592', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q29441860', 'gender': ''}]",The American Wing,Beaker,Beaker,American,,,,,Maker,,Myer Myers,1723–1795,,"Myers, Myer",American,1723,1795,,https://www.wikidata.org/wiki/Q29441860,http://vocab.getty.edu/page/ulan/500092592,1770–90,1770,1790,Silver,"Overall: 4 in. (10.2 cm); 5 oz. 10 dwt. (171.3 g)
Lip: Diam. 3 3/16 in. (8.1 cm)
Base: Diam. 2 1/2 in. (6.4 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 10.16, 'Weight': 0.1713}}, {'elementName': 'Diam. of base', 'elementDescription': None, 'elementMeasurements': {'Diameter': 6.35}}, {'elementName': 'Lip diameter', 'elementDescription': None, 'elementMeasurements': {'Diameter': 8.0963}}]","Gift of Mr. and Mrs. Louis E. McFadden, 1980",Made in,New York,New York,,United States,Mid-Atlantic,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/429,,https://www.wikidata.org/wiki/Q116373381,False,704
430,False,1980.501.2,1980,True,https://images.metmuseum.org/CRDImages/ad/original/DP106860.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP106860.jpg,"['https://images.metmuseum.org/CRDImages/ad/original/DP106861.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/DP106857.jpg']","[{'constituentID': 1157, 'role': 'Maker', 'name': 'Myer Myers', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500092592', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q29441860', 'gender': ''}]",The American Wing,Beaker,Beaker,American,,,,,Maker,,Myer Myers,1723–1795,,"Myers, Myer",American,1723,1795,,https://www.wikidata.org/wiki/Q29441860,http://vocab.getty.edu/page/ulan/500092592,1770–90,1770,1790,Silver,"Overall: 4 in. (10.2 cm); 5 oz. 8 dwt. (167.7 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 1/2 in. (6.4 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 10.16, 'Length': 0.1677}}, {'elementName': 'Diam. of base', 'elementDescription': None, 'elementMeasurements': {'Diameter': 6.35}}, {'elementName': 'Lip diameter', 'elementDescription': None, 'elementMeasurements': {'Diameter': 7.9375}}]","Gift of Mr. and Mrs. Louis E. McFadden, 1980",Made in,,New York,,United States,Mid-Atlantic,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/430,,https://www.wikidata.org/wiki/Q116373378,False,704
431,False,1980.501.3,1980,True,https://images.metmuseum.org/CRDImages/ad/original/DP106862.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP106862.jpg,"['https://images.metmuseum.org/CRDImages/ad/original/DP106863.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/DP106857.jpg']","[{'constituentID': 1157, 'role': 'Maker', 'name': 'Myer Myers', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500092592', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q29441860', 'gender': ''}]",The American Wing,Beaker,Beaker,American,,,,,Maker,,Myer Myers,1723–1795,,"Myers, Myer",American,1723,1795,,https://www.wikidata.org/wiki/Q29441860,http://vocab.getty.edu/page/ulan/500092592,1770–90,1770,1790,Silver,"Overall: 4 in. (10.2 cm); 5 oz. 9 dwt. (170 g)
Lip: Diam. 3 1/8 in. (7.9 cm)
Base: Diam. 2 1/2 in. (6.4 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 10.16, 'Weight': 0.17}}, {'elementName': 'Diam. of base', 'elementDescription': None, 'elementMeasurements': {'Diameter': 6.35}}, {'elementName': 'Lip diameter', 'elementDescription': None, 'elementMeasurements': {'Diameter': 7.9375}}]","Gift of Mr. and Mrs. Louis E. McFadden, 1980",Made in,,New York,,United States,Mid-Atlantic,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/431,,https://www.wikidata.org/wiki/Q116373377,False,704
432,False,1971.180.109,1971,False,,,[],,The American Wing,Vase,Beaker Vase,Chinese,,,,,,,,,,,,,,,,,1800–1900,1800,1900,Porcelain,H. 9 1/2 in. (24.1 cm); Diam. 4 3/4 in. (12.1 cm),"[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Diameter': 12.065, 'Height': 24.13}}]","Bequest of Flora E. Whiting, 1971",Made in,,,,China,,,,,,,,,,2023-10-12T04:55:57.067Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/432,"[{'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}]",https://www.wikidata.org/wiki/Q116390281,False,774
433,False,1971.180.110,1971,False,,,[],,The American Wing,Vase,Beaker Vase,Chinese,,,,,,,,,,,,,,,,,1800–1900,1800,1900,Porcelain,H. 9 1/2 in. (24.1 cm); Diam. 4 5/8 in. (11.7 cm),"[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Diameter': 11.7475, 'Height': 24.13}}]","Bequest of Flora E. Whiting, 1971",Made in,,,,China,,,,,,,,,,2023-10-12T04:55:57.067Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/433,"[{'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}]",https://www.wikidata.org/wiki/Q116390284,False,774
434,False,14.11.7,1914,True,https://images.metmuseum.org/CRDImages/ad/original/DP257268.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP257268.jpg,[],"[{'constituentID': 1151, 'role': 'Maker', 'name': 'Lyman, Fenton &amp; Co.', 'constituentULAN_URL': '', 'constituentWikidata_URL': '', 'gender': ''}]",The American Wing,Bean pot,Covered Bean Pot,American,,,,,Maker,,"Lyman, Fenton & Co.",1849–52,,"Lyman, Fenton and Company",American,1849,1849,,,,1849–58,1849,1858,Mottled brown earthenware,8 3/4 in. (22.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 22.2}}]","Rogers Fund, 1914",Made in,Bennington,Vermont,,United States,New England,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/434,,https://www.wikidata.org/wiki/Q116373376,False,774
435,False,1980.357,1980,True,https://images.metmuseum.org/CRDImages/ad/original/DP208372.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP208372.jpg,"['https://images.metmuseum.org/CRDImages/ad/original/ADA3808.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/DP208370.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/223422.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/ADA2582.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/ADA2583.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/ADA2584.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/ADA2597.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/ADA2598.jpg']","[{'constituentID': 7301, 'role': 'Maker', 'name': 'Possibly Parker Pottery', 'constituentULAN_URL': '', 'constituentWikidata_URL': '', 'gender': ''}]",The American Wing,Figure,Bear figure and spill holder,American,,,,,Maker,Possibly,Parker Pottery,,,Parker Pottery,American,,,,,,ca. 1850–75,1850,1875,Earthenware; Redware with slip decoration,H. 6 in. (15.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 15.2}}]","Friends of the American Wing Fund, 1980",Made in,,Pennsylvania,Montour County,United States,Mid-Atlantic,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435,"[{'term': 'Bears', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266516', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q30090244'}]",https://www.wikidata.org/wiki/Q116373375,False,704
436,False,10.125.335,1910,True,https://images.metmuseum.org/CRDImages/ad/original/33104.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/33104.jpg,['https://images.metmuseum.org/CRDImages/ad/original/103958.jpg'],,The American Wing,Folding bedstead,Folding Bedstead,American,,,,,,,,,,,,,,,,,1740–90,1740,1790,Maple,77 1/2 x 52 3/4 x 76 in. (196.9 x 134 x 193 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 193, 'Height': 196.9, 'Width': 133.9853}}]","Gift of Mrs. Russell Sage, 1909",Made in,,,,United States,New England,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436,,,False,
437,False,10.125.336,1910,True,https://images.metmuseum.org/CRDImages/ad/original/217260.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/217260.jpg,[],,The American Wing,Bedstead,Bedstead,American,,,,,,,,,,,,,,,,,1760–90,1760,1790,"Mahogany, maple, white pine",88 1/8 x 61 1/4 x 77 in. (223.8 x 155.6 x 195.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 195.5804, 'Height': 223.8, 'Width': 155.6}}]","Gift of Mrs. Russell Sage, 1909",Made in,,Massachusetts,,United States,New England,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/437,,https://www.wikidata.org/wiki/Q116373374,False,774
438,False,"46.194.6a, b",1946,True,https://images.metmuseum.org/CRDImages/ad/original/171338.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/171338.jpg,"['https://images.metmuseum.org/CRDImages/ad/original/171339.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/215098.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/215099.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/215100.jpg']",,The American Wing,Bedstead,Bedstead,American,,,,,,,,,,,,,,,,,1760–90,1760,1790,"Tulip poplar, Atlantic white cedar, pine",99 1/8 x 66 x 84 1/2 in. (251.8 x 167.6 x 214.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 214.6304, 'Height': 251.8, 'Width': 167.6}}]","Gift of Mrs. J. Insley Blair, 1946",Made in,,New York,,United States,Mid-Atlantic,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/438,,,False,
439,False,49.91a–e,1949,True,https://images.metmuseum.org/CRDImages/ad/original/146258.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/146258.jpg,"['https://images.metmuseum.org/CRDImages/ad/original/49_91-Cornice_foot.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/49_91-Cornice_pully_system.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/49_91-Cornice_detail.jpg']",,The American Wing,Bedstead,Bedstead,American,,,,,,,,,,,,,,,,,1760–1800,1760,1800,"Birch, white pine",96 1/2 x 56 1/4 x 77 1/4 in. (245.1 x 142.9 x 196.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 196.2154, 'Height': 245.1, 'Width': 142.9}}]","Purchase, Joseph Pulitzer Bequest, 1949",Probably made in,,Connecticut,,United States,New England,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/439,,https://www.wikidata.org/wiki/Q116373373,False,774
442,False,1981.226,1981,True,https://images.metmuseum.org/CRDImages/ad/original/DP265366.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP265366.jpg,"['https://images.metmuseum.org/CRDImages/ad/original/DP263973.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/ADA5179.jpg']","[{'constituentID': 87377, 'role': 'Maker', 'name': 'United Society of Believers in Christ’s Second Appearing (“Shakers”)', 'constituentULAN_URL': '(not assigned)', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q1370167', 'gender': ''}]",The American Wing,Bedstead,Bedstead,"American, Shaker",,,,,Maker,,United Society of Believers in Christ’s Second Appearing (“Shakers”),"American, active ca. 1750–present",,United Society of Believers in Christ’s Second Appearing,American,1750,9999,,https://www.wikidata.org/wiki/Q1370167,(not assigned),1830–60,1830,1860,"Maple, pine",71 x 30 x 31 in. (180.3 x 76.2 x 78.7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 78.7402, 'Height': 180.3, 'Width': 76.2}}]","Purchase, Anonymous Gift, 1981",Made in,New Lebanon,New York,,United States,Mid-Atlantic,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/442,,https://www.wikidata.org/wiki/Q116373369,True,734
443,False,69.146.1,1969,True,https://images.metmuseum.org/CRDImages/ad/original/193954.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/193954.jpg,[],"[{'constituentID': 1107, 'role': 'Maker', 'name': 'Herter Brothers', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500274670', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q1614654', 'gender': ''}]",The American Wing,Bedstead,Bedstead,American,,,,,Maker,,Herter Brothers,"German, active New York, 1864–1906",,Herter Brothers,American,1864,1906,,https://www.wikidata.org/wiki/Q1614654,http://vocab.getty.edu/page/ulan/500274670,ca. 1880,1877,1880,Cherry,118 x 69 1/2 x 89 1/2 in. (299.7 x 176.5 x 227.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 227.3305, 'Height': 299.7, 'Width': 176.5}}]","Gift of Paul Martini, 1969",Made in,New York,New York,,United States,Mid-Atlantic,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/443,,https://www.wikidata.org/wiki/Q116373372,False,774
444,False,18.110.64,1918,True,https://images.metmuseum.org/CRDImages/ad/original/DP-16263-001.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP-16263-001.jpg,"['https://images.metmuseum.org/CRDImages/ad/original/ADA3902.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/ADA214.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/217261.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/139068.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/139067.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/136522.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/41840.jpg']","[{'constituentID': 1192, 'role': 'Maker', 'name': 'Possibly by Thomas Seymour', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500023428', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q61764333', 'gender': ''}, {'constituentID': 1746, 'role': 'Maker', 'name': 'Cornice attributed to John Doggett', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500064036', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q108254415', 'gender': ''}, {'constituentID': 162223, 'role': 'Decorator', 'name': 'Painting attributed to John Ritto Penniman', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500018826', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q3488972', 'gender': ''}, {'constituentID': 1114, 'role': 'Decorator', 'name': 'Carving attributed to Samuel McIntire', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500023295', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q370420', 'gender': ''}, {'constituentID': 94479, 'role': 'Decorator', 'name': 'Carving attibuted to Thomas Wightman', 'constituentULAN_URL': '', 'constituentWikidata_URL': '', 'gender': ''}]",The American Wing,Bedstead,Bedstead,American,,,,,Maker,Possibly by,Thomas Seymour,1771–1848,,"Seymour, Thomas",American,1771,1848,,https://www.wikidata.org/wiki/Q61764333,http://vocab.getty.edu/page/ulan/500023428,1810–15,1810,1815,"Mahogany, mahogany veneer, mahoganized maple and white pine, painted and gilded wood",106 3/4 x 58 5/8 x 79 1/2 in. (271.1 x 148.9 x 201.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 201.9304, 'Height': 271.1, 'Width': 148.9}}]","John Stewart Kennedy Fund, 1918",Made in,Boston,Massachusetts,,United States,New England,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/444,,https://www.wikidata.org/wiki/Q116390285,True,729
445,False,68.97.13,1968,True,https://images.metmuseum.org/CRDImages/ad/original/193952.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/193952.jpg,[],"[{'constituentID': 1194, 'role': 'Maker', 'name': 'Attributed to Baumann Brothers', 'constituentULAN_URL': '', 'constituentWikidata_URL': '', 'gender': ''}]",The American Wing,Bedstead,Bedstead,American,,,,,Maker,Attributed to,Baumann Brothers,,,Baumann Brothers,American,,9999,,,,ca. 1880,1877,1880,Maple,63 3/8 x 39 x 81 in. (161 x 99.1 x 205.7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 205.7404, 'Height': 161, 'Width': 99.1}}]","Purchase, Anonymous Gift, 1968",Made in,New York,New York,,United States,Mid-Atlantic,,,,,,,,,2023-07-29T04:54:55.24Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/445,,https://www.wikidata.org/wiki/Q116373368,False,774
446,False,1986.47.1,1986,True,https://images.metmuseum.org/CRDImages/ad/original/DT8281.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT8281.jpg,"['https://images.metmuseum.org/CRDImages/ad/original/238388.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/238389.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/238390.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/ADA3216.jpg']",,The American Wing,Bedstead,"Bedstead from the Henry Gurdon Marquand House, New York City",American,,,,,,,,,,,,,,,,,1881–84,1881,1884,"Bird's-eye maple, maple, and tulip poplar",51 1/2 x 49 1/4 x 16 3/4 in. (130.8 x 125.1 x 42.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 42.5, 'Height': 130.8, 'Width': 125.0953}}]","Friends of the American Wing Fund, 1986",Made in,New York,New York,,United States,Mid-Atlantic,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/446,,,False,
447,False,30.120.298,1930,False,,,[],,The American Wing,Bell,Bell,American,,,,,,,,,,,,,,,,,1800–1900,1800,1900,Free-blown aquamarine glass,H. 4 7/8 in. (12.4 cm); Diam. 4 in. (10.2 cm),"[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Diameter': 10.16, 'Height': 12.3825}}]","The Sylmaris Collection, Gift of George Coe Graves, 1930",Made in,,,,United States,,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/447,,https://www.wikidata.org/wiki/Q116390286,False,774
448,False,31.21.2,1931,False,,,[],,The American Wing,Bell,Bell,American,,,,,,,,,,,,,,,,,1800–1900,1800,1900,Free-blown aquamarine glass,H. 14 in. (35.6 cm); Diam. 17 in. (43.2 cm),"[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Diameter': 43.1801, 'Height': 35.5601}}]","Gift of Mrs. J. Insley Blair, 1931",Made in,,New York,Long Island,United States,Mid-Atlantic,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/448,,https://www.wikidata.org/wiki/Q116390287,False,774
449,False,Inst.1983.2,,False,,,[],,The American Wing,Bell pull,Bell Pull,American,,,,,,,,,,,,,,,,,1850–60,1850,1860,"Brass, porcelain",7 × 4 in. (17.8 × 10.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Length': 17.780035, 'Width': 10.16}}]","Gift of Samuel J. Dornsife, 1983",Made in,,,,United States,,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/449,,https://www.wikidata.org/wiki/Q116390288,False,739
450,False,10.125.591,1910,True,https://images.metmuseum.org/CRDImages/ad/original/12858.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/12858.jpg,[],,The American Wing,Bellows,Bellows,American,,,,,,,,,,,,,,,,,1700–1900,1700,1900,"Wood; Walnut, leather, brass",H. 20 in. (50.8 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 50.8001}}]","Gift of Mrs. Russell Sage, 1909",Probably made in,,,,United States,,,,,,,,,,2023-02-17T04:46:36.147Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/450,,https://www.wikidata.org/wiki/Q116390289,False,774
451,False,25.154,1925,False,,,[],,The American Wing,Bellows,Bellows,,,,,,,,,,,,,,,,,,1850–1900,1850,1900,"Wood; Ash, cherry, brass, leather",21 x 8 1/2 in. (53.3 x 21.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 53.3, 'Width': 21.59}}]","Gift of George H. Kent, 1925",,,,,,,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/451,,https://www.wikidata.org/wiki/Q116390290,False,774
452,False,46.140.738,1946,True,https://images.metmuseum.org/CRDImages/ad/original/182239.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/182239.jpg,[],,The American Wing,Bellows,Bellows,,,,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,Dimensions unavailable,,"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/452,,https://www.wikidata.org/wiki/Q116373366,False,774
453,False,1971.180.66,1971,True,https://images.metmuseum.org/CRDImages/ad/original/196897.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/196897.jpg,[],,The American Wing,Bellows,Bellows,,,,,,,,,,,,,,,,,,1800–1830,1800,1830,"Wood, leather, brass",17 5/16 x 7 5/16 in. (44 x 18.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 44, 'Width': 18.5738}}]","Bequest of Flora E. Whiting, 1971",,,,,,,,,,,,,,,2023-10-12T04:55:57.067Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/453,"[{'term': 'Flowers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132399', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q506'}]",,False,
454,False,10.125.19,1910,True,https://images.metmuseum.org/CRDImages/ad/original/11876.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/11876.jpg,[],,The American Wing,Bench,Bench,"Dutch, probably",,,,,,,,,,,,,,,,,ca. 1700,1697,1700,"Spruce, white oak",17 1/2 x 33 1/2 x 14 in. (44.5 x 85.1 x 35.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 35.5601, 'Height': 44.5, 'Width': 85.1}}]","Gift of Mrs. Russell Sage, 1909",Probably made in,,,,Netherlands,,,,,,,,,,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/454,,,False,
455,False,34.100.20,1934,True,https://images.metmuseum.org/CRDImages/ad/original/97145.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/97145.jpg,[],,The American Wing,Bench,Bench,American,,,,,,,,,,,,,,,,,1740–80,1740,1780,Yellow pine,19 3/4 x 71 x 13 in. (50.2 x 180.3 x 33 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 33, 'Height': 50.2, 'Width': 180.3404}}]","Gift of Mrs. Robert W. de Forest, 1933",Made in,,Pennsylvania,,United States,Mid-Atlantic,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/455,,https://www.wikidata.org/wiki/Q116373360,False,774
457,False,34.100.29,1934,True,https://images.metmuseum.org/CRDImages/ad/original/97125.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/97125.jpg,[],,The American Wing,Sleigh seat,Sleigh Seat,American,,,,,,,,,,,,,,,,,ca. 1800,1797,1800,Cherry,20 3/4 x 30 1/2 x 10 3/4 in. (52.7 x 77.5 x 27.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 27.3051, 'Height': 52.7, 'Width': 77.5}}]","Gift of Mrs. Robert W. de Forest, 1933",Made in,,Pennsylvania,,United States,Mid-Atlantic,,,,,,,,,2023-02-07T04:46:51.34Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/457,,https://www.wikidata.org/wiki/Q116373364,False,774
458,True,66.10.2,1966,True,https://images.metmuseum.org/CRDImages/ad/original/DP263981.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP263981.jpg,"['https://images.metmuseum.org/CRDImages/ad/original/189119.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/ADA3260.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/ADA3259.jpg']","[{'constituentID': 87377, 'role': 'Maker', 'name': 'United Society of Believers in Christ’s Second Appearing (“Shakers”)', 'constituentULAN_URL': '(not assigned)', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q1370167', 'gender': ''}]",The American Wing,Bench,Bench,"American, Shaker",,,,,Maker,,United Society of Believers in Christ’s Second Appearing (“Shakers”),"American, active ca. 1750–present",,United Society of Believers in Christ’s Second Appearing,American,1750,9999,,https://www.wikidata.org/wiki/Q1370167,(not assigned),1825–50,1825,1850,Pine,26 1/2 x 94 x 12 in. (67.3 x 238.8 x 30.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 30.5, 'Height': 67.3, 'Width': 238.7605}}]","Friends of the American Wing Fund, 1966",Probably made in,Hancock,Massachusetts,,United States,New England,,,,,,,,,2023-10-19T04:55:11.483Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/458,,https://www.wikidata.org/wiki/Q104412962,True,774
